genome	0	1068	4641652	0.00023009
genome	1	5329	4641652	0.00114808
genome	2	18793	4641652	0.00404877
genome	3	51554	4641652	0.0111068
genome	4	112039	4641652	0.0241377
genome	5	214562	4641652	0.0462254
genome	6	335938	4641652	0.0723747
genome	7	450067	4641652	0.0969627
genome	8	518842	4641652	0.11178
genome	9	539812	4641652	0.116297
genome	10	512189	4641652	0.110346
genome	11	460189	4641652	0.0991434
genome	12	366462	4641652	0.0789508
genome	13	280451	4641652	0.0604205
genome	14	204993	4641652	0.0441638
genome	15	147575	4641652	0.0317936
genome	16	105686	4641652	0.022769
genome	17	71603	4641652	0.0154262
genome	18	44121	4641652	0.00950545
genome	19	27458	4641652	0.00591557
genome	20	17549	4641652	0.00378077
genome	21	11304	4641652	0.00243534
genome	22	7477	4641652	0.00161085
genome	23	5710	4641652	0.00123017
genome	24	4585	4641652	0.000987795
genome	25	3814	4641652	0.00082169
genome	26	3654	4641652	0.00078722
genome	27	3180	4641652	0.000685101
genome	28	2651	4641652	0.000571133
genome	29	2387	4641652	0.000514257
genome	30	2331	4641652	0.000502192
genome	31	2386	4641652	0.000514041
genome	32	2319	4641652	0.000499607
genome	33	2256	4641652	0.000486034
genome	34	2159	4641652	0.000465136
genome	35	2088	4641652	0.00044984
genome	36	2183	4641652	0.000470307
genome	37	2201	4641652	0.000474185
genome	38	2308	4641652	0.000497237
genome	39	2340	4641652	0.000504131
genome	40	2489	4641652	0.000536231
genome	41	2611	4641652	0.000562515
genome	42	2522	4641652	0.000543341
genome	43	2393	4641652	0.000515549
genome	44	2294	4641652	0.000494221
genome	45	2072	4641652	0.000446393
genome	46	1982	4641652	0.000427003
genome	47	1747	4641652	0.000376375
genome	48	1735	4641652	0.000373789
genome	49	1731	4641652	0.000372928
genome	50	1722	4641652	0.000370989
genome	51	1742	4641652	0.000375297
genome	52	1814	4641652	0.000390809
genome	53	1942	4641652	0.000418386
genome	54	2281	4641652	0.00049142
genome	55	2496	4641652	0.00053774
genome	56	2643	4641652	0.000569409
genome	57	2690	4641652	0.000579535
genome	58	2913	4641652	0.000627578
genome	59	3259	4641652	0.000702121
genome	60	3359	4641652	0.000723665
genome	61	3036	4641652	0.000654077
genome	62	3214	4641652	0.000692426
genome	63	2811	4641652	0.000605603
genome	64	2277	4641652	0.000490558
genome	65	1812	4641652	0.000390378
genome	66	1357	4641652	0.000292353
genome	67	1081	4641652	0.000232891
genome	68	934	4641652	0.000201221
genome	69	917	4641652	0.000197559
genome	70	811	4641652	0.000174722
genome	71	710	4641652	0.000152963
genome	72	702	4641652	0.000151239
genome	73	643	4641652	0.000138528
genome	74	547	4641652	0.000117846
genome	75	506	4641652	0.000109013
genome	76	483	4641652	0.000104058
genome	77	451	4641652	9.71637e-05
genome	78	444	4641652	9.56556e-05
genome	79	419	4641652	9.02696e-05
genome	80	434	4641652	9.35012e-05
genome	81	401	4641652	8.63917e-05
genome	82	313	4641652	6.74329e-05
genome	83	325	4641652	7.00182e-05
genome	84	225	4641652	4.84741e-05
genome	85	160	4641652	3.44705e-05
genome	86	139	4641652	2.99462e-05
genome	87	88	4641652	1.89588e-05
genome	88	103	4641652	2.21904e-05
genome	89	117	4641652	2.52065e-05
genome	90	137	4641652	2.95154e-05
genome	91	121	4641652	2.60683e-05
genome	92	108	4641652	2.32676e-05
genome	93	130	4641652	2.80073e-05
genome	94	131	4641652	2.82227e-05
genome	95	161	4641652	3.46859e-05
genome	96	176	4641652	3.79175e-05
genome	97	145	4641652	3.12389e-05
genome	98	173	4641652	3.72712e-05
genome	99	203	4641652	4.37344e-05
genome	100	257	4641652	5.53682e-05
genome	101	260	4641652	5.60145e-05
genome	102	339	4641652	7.30343e-05
genome	103	366	4641652	7.88512e-05
genome	104	334	4641652	7.19571e-05
genome	105	322	4641652	6.93719e-05
genome	106	357	4641652	7.69123e-05
genome	107	398	4641652	8.57453e-05
genome	108	448	4641652	9.65174e-05
genome	109	465	4641652	0.00010018
genome	110	494	4641652	0.000106428
genome	111	587	4641652	0.000126464
genome	112	624	4641652	0.000134435
genome	113	692	4641652	0.000149085
genome	114	656	4641652	0.000141329
genome	115	636	4641652	0.00013702
genome	116	643	4641652	0.000138528
genome	117	713	4641652	0.000153609
genome	118	614	4641652	0.00013228
genome	119	632	4641652	0.000136158
genome	120	561	4641652	0.000120862
genome	121	472	4641652	0.000101688
genome	122	431	4641652	9.28549e-05
genome	123	400	4641652	8.61762e-05
genome	124	345	4641652	7.4327e-05
genome	125	235	4641652	5.06285e-05
genome	126	129	4641652	2.77918e-05
genome	127	86	4641652	1.85279e-05
genome	128	42	4641652	9.0485e-06
genome	129	24	4641652	5.17057e-06
genome	130	13	4641652	2.80073e-06
genome	131	12	4641652	2.58529e-06
genome	132	13	4641652	2.80073e-06
genome	133	9	4641652	1.93896e-06
genome	134	4	4641652	8.61762e-07
genome	135	10	4641652	2.15441e-06
genome	136	8	4641652	1.72352e-06
genome	137	6	4641652	1.29264e-06
genome	138	5	4641652	1.0772e-06
genome	139	1	4641652	2.15441e-07
genome	140	5	4641652	1.0772e-06
genome	142	2	4641652	4.30881e-07
genome	143	2	4641652	4.30881e-07
genome	144	1	4641652	2.15441e-07
genome	146	1	4641652	2.15441e-07
genome	147	1	4641652	2.15441e-07
genome	148	2	4641652	4.30881e-07
